species_id,volume,flower_color_free_text,color_category
6. Pseudelephantopus  Rohr.,13,no flower colour mentioned,UNKNOWN
7. Struchium  Browne,13,flowers purple,PURPLE/BLUE
8. Vernonia  Schreb.,13,"corolla pink, purple or violet",PINK
20. V.  elliptka,13,no flower colour mentioned,UNKNOWN
51. V.  vagans,13,no flower colour mentioned,UNKNOWN
6. V.  andersoni,13,no flower colour mentioned,UNKNOWN
5. V.  andaiuanica,13,no flower colour mentioned,UNKNOWN
17. V.  comorinensis,13,no flower colour mentioned,UNKNOWN
49. V.  talaumifolia,13,no flower colour mentioned,UNKNOWN
50. V.  travancorka,13,no flower colour mentioned,UNKNOWN
53. V.  volkameriaefolia,13,no flower colour mentioned,UNKNOWN
28. V.  meeboldii,13,no flower colour mentioned,UNKNOWN
19. V.  divergens,13,no flower colour mentioned,UNKNOWN
37. V.  puhieyensis,13,no flower colour mentioned,UNKNOWN
42. V.  saligna,13,no flower colour mentioned,UNKNOWN
46. V.  sUlieteusis,13,no flower colour mentioned,UNKNOWN
31. V.  oraata,13,no flower colour mentioned,UNKNOWN
29. V.  uiultibracteata,13,no flower colour mentioned,UNKNOWN
23. V.  gossjpiua,13,no flower colour mentioned,UNKNOWN
17. V.  couiorinensis,13,no flower colour mentioned,UNKNOWN
3. V.  aiiamallka,13,no flower colour mentioned,UNKNOWN
27. V.  niastersii,13,no flower colour mentioned,UNKNOWN
33. V.  patula,13,no flower colour mentioned,UNKNOWN
7. V.  anthelmintic;),13,no flower colour mentioned,UNKNOWN
15. V.  cinerea,13,no flower colour mentioned,UNKNOWN
14. V.  cinerusceus,13,no flower colour mentioned,UNKNOWN
1. V.  albicans,13,no flower colour mentioned,UNKNOWN
16. V.  clivoruui,13,no flower colour mentioned,UNKNOWN
18. V.  couyzoides,13,no flower colour mentioned,UNKNOWN
4. V.  anceps,13,no flower colour mentioned,UNKNOWN
47. V.  squarrosa,13,no flower colour mentioned,UNKNOWN
10. V.  beddomei,13,no flower colour mentioned,UNKNOWN
9. V.  attenuata,13,no flower colour mentioned,UNKNOWN
"1. Vernunia  albicans  DC.  in Wight,  Contrib.  Bot. Ind. 6.  1834. V. cinerea",13,"florets pinkish, violet or purplish",PINK
2. Vernonia  anaimudica  Shetty  &  Vivek.  in  Bull.  Bot.  Surv.  India  12:,13,no flower colour mentioned,UNKNOWN
3. Vernonia  anamallica  Beddome  ex  Gamble  in  Kew  Bull.  1920:  339.,13,no flower colour mentioned,UNKNOWN
"1920. Shrubs, up to,  1.5  m tall; stems and branches angled,  appressed  pubescent,",13,no flower colour mentioned,UNKNOWN
"1881. Shrubs,  erect,  up  to  50  cm  high;  young  stems  brownish  pubescent,  later",13,corolla purplish mauve,PURPLE/BLUE
5. Vernonia  andamanica  Balak.  & Nair  in Bull.  Bot.  Surv.  India  24: 32-,13,no flower colour mentioned,UNKNOWN
"6. Vernonia  andersoni  C.B.  Clarke,  Comp.  Ind.  27.  1876; Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"7. Vernoniu  anthelmintic*  (L.)  Willd.,  Sp.  PI.  3:  1634.  1803;  Hook.f.,",13,florets mauve,OTHER
8. Vernonia  arborea  Buch.-Ham.  in  Trans.  Linn.  Soc.  London  14: 218.,13,no flower colour mentioned,UNKNOWN
"9. Vernonia  attenuuta  D C ,  Prodr.  5:  33.  1836;  Hook.f.,  Fl.  Brit.  India",13,no flower colour mentioned,UNKNOWN
"10. Vernonia  beddomei  Hook.f.,  Fl.  Brit.  India  3:  2 3 1 .  1881.",13,no flower colour mentioned,UNKNOWN
"11. Vernonia  blanda  D C ,  Prodr.  5: 32.  1836; Hook.f.,  Fl.  Brit.  India 3:",13,no flower colour mentioned,UNKNOWN
12. Vernonia  bourdillonii  Gamble  in Kew  Bull.  1920:  339.  1920.,13,corolla violet,PURPLE/BLUE
13. Vernonia  bourneana  W.W.  Smith  in  Rec.  Bot.  Surv.  India  6:  101.,13,no flower colour mentioned,UNKNOWN
"1914. Shrubs, much branched; branches densely rusty pubescent, minutely ridged.",13,no flower colour mentioned,UNKNOWN
"14. Vernonia  cinerascens  Sch.-Bip. inSchweinf.,  Fl. Aethiop.  162. 1867;",13,no flower colour mentioned,UNKNOWN
"15. Vernonia  cinerea  (L.)  Less,  in  Linnaea  4:  291.  1829;  Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"16. Vernonia  divorum  Hance  in J.  Bot.  7:  164.  1869; Hook.f.,  Fl.  Brit.",13,no flower colour mentioned,UNKNOWN
"1911. Shrubs or small  trees;  stems and branches angled,  white tomentose.  Leaves",13,no flower colour mentioned,UNKNOWN
"18. Vernonia  conyzoides  DC.  in  Wight,  Contrib.  Bot.  Ind.  6.  1834;",13,no flower colour mentioned,UNKNOWN
19. Vernonia  divergens  (Roxb.) Edgew.  in J.  Asiat.  Soc. Bengal  21: 172.,13,no flower colour mentioned,UNKNOWN
"20. Vernonia  elliptica  DC.  in  Wight,  Contrib.  Bot.  Ind.  5.  1834.  V.",13,no flower colour mentioned,UNKNOWN
"21. Vernonia  extensa  D C ,  Prodr.  5: 33.  1836; Hook.f.,  Fl. Brit. India 3:",13,no flower colour mentioned,UNKNOWN
22. Vernoniu  fysoni  Calder  in  Rec.  Bot.  Surv.  India  6:  343.  1914.,13,no flower colour mentioned,UNKNOWN
23. Vernoiiia  gossypina  Gamble  in  Kew  Bull.  1920:  340.  1920.,13,no flower colour mentioned,UNKNOWN
24. Vemonia  heynei  Beddome  ex Gamble  in Kew Bull.  1920: 340.  1920.,13,no flower colour mentioned,UNKNOWN
"25. Vernonia  indica  Wallich  ex  C.B.  Clarke,  Comp.  Ind.  16.  1876;",13,no flower colour mentioned,UNKNOWN
"26. Vernonia  malabarica  Hook.f.,  Fl.  Brit.  India  3:  230.  1881.  V.",13,no flower colour mentioned,UNKNOWN
"27. Vernonia  mastersii  Watt;  Kanjilal  et  ai,  Fl.  Assam  3:  107.  1939.",13,no flower colour mentioned,UNKNOWN
"1911. Shrubs or undershrubs. Leaves  obovate or oblanceolate,  obtuse,  rotundate,",13,no flower colour mentioned,UNKNOWN
29. Vernonia  multibracteata  Gamble  in  Kew  Bull.  1920:  340.  1920.,13,no flower colour mentioned,UNKNOWN
30. Vernonia  nayarii  Uniyal  in Ind.  J.  For.  11(2):  171.  1988.  V. recurva,13,no flower colour mentioned,UNKNOWN
"1909. Herbs or undershrubs, up to 1.25  m tall; steins ribbed,  glandular  pubescent",13,no flower colour mentioned,UNKNOWN
32. Vernonia  parryae  C.  Fischer  in  Kew  Bull.  1929:  6.  1929.,13,corolla purple,PURPLE/BLUE
33. Vernonia  patula  (Dryand.)  Merr.  in  Philip.  J.  Sci.  3:  439.  1908.,13,no flower colour mentioned,UNKNOWN
"1980. Herbs,  up  to  70  cm  high;  stems  terete,  ribbed,  appressedly  pubescent;",13,no flower colour mentioned,UNKNOWN
"34. Vernonia  pectiniformis  DC.  in  Wight,  Contrib.  Bot.  Ind.  2.  1834;",13,no flower colour mentioned,UNKNOWN
"35. Vernonia  peguensis  C.B.  Clarke,  Comp.  Ind.  13.  1876 et  in J.  Linn.",13,no flower colour mentioned,UNKNOWN
"36. Vernonia  peninsularis  (C.B.  Clarke)  C.B.  Clarke  ex  Hook.f.,  in  Fl.",13,no flower colour mentioned,UNKNOWN
37. Vernonia  pulneyensis  Gamble  in  Kew  Bull.  1920:  341.  1920.,13,no flower colour mentioned,UNKNOWN
38. Vernonia  pyramidale  (D.  Don) S.N.  Mitra  in Ind. For.  99:  100. 1973.,13,flowers pink,PINK
"39. Vernonia  ramaswamii  Hutch,  in  Kew  Bull.  1916:  35.  1916.",13,no flower colour mentioned,UNKNOWN
"40. Vernonia  rauii  Uniyal,  nom.  nov.  V.  membranacea  Beddome  ex  S.",13,no flower colour mentioned,UNKNOWN
41. Vernonia  revoluta  Buch.-Ham.  in  Trans.  Linn.  Soc.  14.  218.  1825;,13,corolla violet or pink,PINK
"42. Vernonia  saligna  D C ,  Prodr.  5: 33.  1836; Hook.f.,  Fl.  Brit.  India 3:",13,no flower colour mentioned,UNKNOWN
"43. Vernonia  salvifolia  Wight, Icon. t.  1079.  1846; Hook.f., Fl. Brit. India",13,flowers pink,PINK
44. Vernonia  setigera  Arn.  in Nova  Acta Phys.-Med.  Acad.  Caes.  Leop.-,13,flowers blue or violet,PURPLE/BLUE
45. Vernonia  shevaroyensis  Gamble  in  Kew  Bull.  1920:  341.  1920.,13,no flower colour mentioned,UNKNOWN
"46. Vernonia  silhetensis  (DC.) Kerr.,  Fl. Siam. 2: 243. 1936. Decaneurum",13,no flower colour mentioned,UNKNOWN
"47. Vernonia  squarrosa  (D. Don) Less,  in Linnaea  6: 627.  1831. Acilepis",13,no flower colour mentioned,UNKNOWN
"48. Vernoni^i subsessilis  D C ,  Prodr.  5: 62.  1836; Hook.f., Fl.  Brit. India",13,"florets purple, fading to white",WHITE
"49. Vernonia  talaumifolia  Hook.f.  &  Thomson  ex  C.B.  Clarke,  Comp.",13,no flower colour mentioned,UNKNOWN
"50. Vernonia  travancorica  Hook.f.,  Fl.  Brit.  India  3: 240.  1881.",13,no flower colour mentioned,UNKNOWN
"51. Vernonia  vagans  D C ,  Prodr.  5:  32.  1836.  V. scandens  D C ,  Prodr.",13,no flower colour mentioned,UNKNOWN
"52. Vernonia vivekanathanii Uniyal, nom. nov.  V. monosis Benth. ex C.B.",13,no flower colour mentioned,UNKNOWN
"53. Vernonia  volkameriuefolia  D C ,  Prodr. 5: 32. 1836; Hook.f., Fl. Brit.",13,flowers purple,PURPLE/BLUE
6. Argemone mexicana L. forma  mexicana,2,no flower colour mentioned,UNKNOWN
10. Papaver  macrostomum Boiss.,2,no flower colour mentioned,UNKNOWN
13. Corydalis cornuta Royle,2,no flower colour mentioned,UNKNOWN
15. Dicentra  scandens (D. Don) Walp.,2,no flower colour mentioned,UNKNOWN
18. Arabis pterosperma Edgew.,2,no flower colour mentioned,UNKNOWN
25. Cardamine hirsuta L.,2,no flower colour mentioned,UNKNOWN
"28. Neslia apiculata Fischer, C. Meyer  & Ave-Lall.",2,no flower colour mentioned,UNKNOWN
31. Tauscheria lasiocarpa Fischer ex DC,2,no flower colour mentioned,UNKNOWN
32. Dilophila salsa Thomson,2,no flower colour mentioned,UNKNOWN
35. Isatis tinctoria L.,2,no flower colour mentioned,UNKNOWN
40. Descurainia  sophia  (L.) Webb ex Prantl,2,no flower colour mentioned,UNKNOWN
48. Cadaba  trifoliolata  (Roxb.) Wight & Arn.,2,no flower colour mentioned,UNKNOWN
63. Capparis moonii Wight,2,no flower colour mentioned,UNKNOWN
69. Hybanthus  enneaspermus  (L.) F. Muell.,2,no flower colour mentioned,UNKNOWN
71. Cochlospermum  religiiosum  (L.) Alston,2,no flower colour mentioned,UNKNOWN
81. Gyncardia odorata R. Br.,2,no flower colour mentioned,UNKNOWN
84. Pittosporum  anamallayense Nayar  & Giri,2,no flower colour mentioned,UNKNOWN
98. Epirixanthes elongata Blume,2,no flower colour mentioned,UNKNOWN
100. Xanthophyllum flavescens Roxb. var. flavescens,2,no flower colour mentioned,UNKNOWN
106. Arenaria  curviflora  Majumdar,2,no flower colour mentioned,UNKNOWN
108. Drymaria diandra  Blume,2,no flower colour mentioned,UNKNOWN
118. Gypsophila cerastioides D. Don,2,no flower colour mentioned,UNKNOWN
"1. Argemone  mexicana  L.  (BSI,W.C,  Pune)",2,no flower colour mentioned,UNKNOWN
3. Cadaba  trifoliata,2,no flower colour mentioned,UNKNOWN
4. Capparis  decidua  (Forsskal)  Edgew.,2,flowers orange-red,RED
5. Capparis  decidua,2,flowers pink red,PINK
"7. Capparis  divaricata  Lam.  -  fruits  (BSI,  W.C,  Pune)",2,no flower colour mentioned,UNKNOWN
8. Capparis,2,no flower colour mentioned,UNKNOWN
9. Capparis,2,no flower colour mentioned,UNKNOWN
"10. Casearia  graveolens  Dalz.  -  Eastern  Ghats,  Andhra  Pradesh,",2,no flower colour mentioned,UNKNOWN
11. Casearia  grewiaefolia  Vent.  var.  gelonoides  (Blume)  Sleumer,2,no flower colour mentioned,UNKNOWN
13. Cochlospermum,2,no flower colour mentioned,UNKNOWN
14. Hydnocarpus  pentandra,2,no flower colour mentioned,UNKNOWN
16. Polygala,2,no flower colour mentioned,UNKNOWN
3. Eschscliolzia,2,no flower colour mentioned,UNKNOWN
2. Dicranosligma,2,no flower colour mentioned,UNKNOWN
5. Papaver,2,no flower colour mentioned,UNKNOWN
4. Meconopsis,2,no flower colour mentioned,UNKNOWN
1. Argemone  L.,2,flowers yellow,YELLOW
1. A. mcxicana,2,flowers white,WHITE
2. A. ochroleuca,2,no flower colour mentioned,UNKNOWN
"1. Argemone mexicana  L., Sp. PI. 508.1753;  Hook. f. & Thomson in Fl. Brit. India",2,flowers bright yellow,YELLOW
1958. A.  leiocarpa  E. Greene in  Pittonia 3: 345.1898.,2,no flower colour mentioned,UNKNOWN
"2. Argemone  ochroleuca  Sweet, Brit. Fl. Gard.  3: t. 242. 1829; Nair  in Rcc.  Rot.",2,flowers whitish or pale lemon yellow,WHITE
"3. Argemone subfusif'ormis  Ownbey in Brittonia  13: 102, ff.  12 - 14.  1961.",2,petals lemon-yellow,YELLOW
2. Dicranostigma  Hook. f. & Thomson,2,flowers orange,OTHER
3. Eschscholzia  Cham.,2,flowers yellow,YELLOW
4. Meconopsis  Viguier,2,"variously coloured, showy",RED
4. M.  discigera,2,no flower colour mentioned,UNKNOWN
6. M.  horridula,2,no flower colour mentioned,UNKNOWN
1. M. aculeata,2,no flower colour mentioned,UNKNOWN
16. M. villosa,2,flowers pale blue or white,WHITE
7. M.  latifolia,2,"flowers blue, purple or violet",PURPLE/BLUE
14. M.  sinuala,2,flowers yellow,YELLOW
11. M.  paniculata,2,"flowers blue, purple, pink, red or white",WHITE
8. M. lyrata,2,no flower colour mentioned,UNKNOWN
2. M. bella,2,flowers red purple or blue,RED
9. M.  napaulensis,2,no flower colour mentioned,UNKNOWN
12. M.  robusta,2,no flower colour mentioned,UNKNOWN
13. M.  simplicifolia,2,no flower colour mentioned,UNKNOWN
3. M.  belonicifolia,2,no flower colour mentioned,UNKNOWN
"1. Meconopsis  aculeata  Royle, Illus. Bot. Himal. 67, t.15, 183. 1834; Hook.  f.  &",2,no flower colour mentioned,UNKNOWN
"1985. Herbs, monocarpic, prickly; stems up to 60 cm high, leafy throughout, covered with",2,petals purplish blue or red,RED
2. Meconopsis bella  Prainin J. Asiat. Soc. Bengal 63(2): 82.1894.,2,flowers pale blue or purple,PURPLE/BLUE
"3. Meconopsis betonicifolia  Franchet, PI. Uelav. 1:42,1.12.1889; Debnath & Nayar",2,"flowers blue-violet, purple",PURPLE/BLUE
"4. Meconopsis  discigera  Prain in Ann. Bot. 20: 356, t. 24, f.  12.1906.",2,"flowers red, purple or pale blue",RED
5. Meconopsis grandis  Prainin J. Asiat. Soc. Bengal 64(2): 320.1895.,2,flowers purple or blue tinged with purple,PURPLE/BLUE
"6. Meconopsis horridula  Hook. f. & Thomson, Fl. Ind. 252.1855 & Fl. Brit. India",2,"usually blue, rarely white",WHITE
7. Meconopsis  latifolia  (Prain)  Prain  in Bull. Misc. Inf.  Kew 1915: 146.1915.  M.,2,flowers pale blue or white,WHITE
8. Meconopsis  lyrata,2,flowers pale pink or white,WHITE
"9. Meconopsis napaulensis  D C , Prodr. 1:121.1824. M. wallichii Hook. f. in Curtis,",2,"flowers red to purple or blue, often white with yellow nerves",WHITE
"10. Meconopsis neglecta  G. Taylor, Ace. Meconopsis  102.1934; Dhar  & Kachroo",2,no flower colour mentioned,UNKNOWN
11. Meconopsis  paniculata  Prain  in  J.  Asiat.  Soc. Bengal  64(2): 316.  1896.  M.,2,flowers yellow,YELLOW
"12. Meconopsis  robusta  Hook.  f.  & Thomson,  Fl. Ind.  253. 1855 &  in  Fl. Brit.",2,flowers yellow to sulphur yellow,YELLOW
13. Meconopsis  simplicifoHa,2,flowers blue or purple,PURPLE/BLUE
14. Meconopsis sinuata  Prainin J. Asiat. Soc. Bengal 64(2): 314.1896.,2,"flowers blue, purple or violet",PURPLE/BLUE
15. Meconopsis  superba  Prain  in J. Asiat. Soc. Bengal 64 (2): 317.1896.,2,flowers white,WHITE
"16. Meconopsis villosa  (Hook, f.) G. Taylor, Ace. Meconopsis 28.1934. Cathcartia",2,flowers yellow,YELLOW
5. Papaver L.,2,"flowers red, yellow, orange, lilac or white",WHITE
4. P.  nudicaule,2,no flower colour mentioned,UNKNOWN
6. P.  somnifcrum,2,no flower colour mentioned,UNKNOWN
3. P.  macrostomum,2,no flower colour mentioned,UNKNOWN
2. P. hybridum,2,no flower colour mentioned,UNKNOWN
1. P. dubium,2,no flower colour mentioned,UNKNOWN
5. P.  rhoeas,2,no flower colour mentioned,UNKNOWN
"1. Papaver dubium  L ,  Sp. PI. 1196.1753; Hook. f. & Thomson  in Fl. Brit India 1:",2,petals brick red to red,RED
"2. Papaver hybridum  L., Sp. PI. 506.1753;  Hook. f. & Thomson  in Fl. Brit. India",2,flowers scarlet with a blackish blotch at base,OTHER
"3. Papaver macrostomum  Boiss., Fl. Orient.  1: 115. 1867; Singh & Kachroo, For.",2,flowers bright red or crimson,RED
"4. Papaver nudicaule  L., Sp. PI. 507.1753;  Hook. f. & Thomson  in Fl. Brit. India",2,"flowers yellow, orange, saffron",YELLOW
"5. Papaver rhoeas  L., Sp. PI. 507.1753;  Hook. f.  & Thomson  in  Fl. Brit. India  1:",2,flowers red with black basal blotch,RED
"6. Papaver somniferum  L., Sp. PI. 1: 508.1753;  Hook.  f. &  Thomson  in Fl. Brit.",2,flowers white or pale purple,WHITE
4. Hypecoum,2,no flower colour mentioned,UNKNOWN
2. Dicentra,2,no flower colour mentioned,UNKNOWN
3. Fumaria,2,no flower colour mentioned,UNKNOWN
"1. Corydalis D C ,  nom. cons.",2,flowers yellow or rarely orange or white,WHITE
25. C.  flaccida,2,no flower colour mentioned,UNKNOWN
34. C.  latiflora,2,no flower colour mentioned,UNKNOWN
38. C.  nana,2,no flower colour mentioned,UNKNOWN
35. C.  leptocarpa,2,no flower colour mentioned,UNKNOWN
16. C.  dorjii,2,flowers pink with purple face,PINK
15. C. diphylla,2,flowers blue violet or white,WHITE
52. C.  trifoliata,2,no flower colour mentioned,UNKNOWN
5. C.  cashmeriana,2,no flower colour mentioned,UNKNOWN
12. C.  crassifolia,2,no flower colour mentioned,UNKNOWN
31. C. juncea,2,"flowers yellow without purplish tips, flowers pale yellow with purplish",YELLOW
10. C. clarkei,2,no flower colour mentioned,UNKNOWN
14. C.  crithimifolia,2,no flower colour mentioned,UNKNOWN
40. C.  ophiocarpa,2,no flower colour mentioned,UNKNOWN
24. C.  flabellata,2,flowers pale or golden yellow with brownish veins,YELLOW
8. C.  chaerophylla,2,flowers orange-brown,OTHER
3. C. borii,2,no flower colour mentioned,UNKNOWN
33. C. lathy roidcs,2,no flower colour mentioned,UNKNOWN
1. C.  adiantifolia,2,no flower colour mentioned,UNKNOWN
49. C. stricta,2,no flower colour mentioned,UNKNOWN
26. C.  geraniifolia,2,no flower colour mentioned,UNKNOWN
29. C.  hendersonii,2,no flower colour mentioned,UNKNOWN
28. C.  govaniana,2,no flower colour mentioned,UNKNOWN
21. C.  falconeri,2,no flower colour mentioned,UNKNOWN
32. C. laelia,2,no flower colour mentioned,UNKNOWN
47. C. stewartii,2,no flower colour mentioned,UNKNOWN
13. C. crispa,2,no flower colour mentioned,UNKNOWN
17. C.  drepanantha,2,no flower colour mentioned,UNKNOWN
42. C.  polygalina,2,no flower colour mentioned,UNKNOWN
6. C.  casimiriana,2,no flower colour mentioned,UNKNOWN
22. C.  filicina,2,no flower colour mentioned,UNKNOWN
7. C. cavei,2,no flower colour mentioned,UNKNOWN
37. C.  mucronifcra,2,no flower colour mentioned,UNKNOWN
9. C.  changuensis,2,no flower colour mentioned,UNKNOWN
23. C.  filiformis,2,no flower colour mentioned,UNKNOWN
22. C.  filicina,2,no flower colour mentioned,UNKNOWN
48. C.  stracheyi,2,no flower colour mentioned,UNKNOWN
36. C.  meifoUa,2,no flower colour mentioned,UNKNOWN
46. C.  sikkimensis,2,no flower colour mentioned,UNKNOWN
18. C.  dubia,2,flowers ca 8 mm long; upper petal faintly crested,OTHER
4. C. boweri,2,no flower colour mentioned,UNKNOWN
20. C. elegans,2,no flower colour mentioned,UNKNOWN
30. C.  hookeri,2,no flower colour mentioned,UNKNOWN
19. C. duthiei,2,no flower colour mentioned,UNKNOWN
27. C.  gortschakovii,2,flowers yellow with purplish tips on inner petals,YELLOW
11. C.  cornuta,2,"flowers yellow with brownish veins, purple-tipped",YELLOW
53. C.  vaginans,2,no flower colour mentioned,UNKNOWN
51. C.  thyrsiflora,2,no flower colour mentioned,UNKNOWN
"1. Corydalis adiantifolia  Hook. f. & Thomson, Fl. Ind. 271.1855; Hook, f.,  PI. Brit.",2,flowers yellow,YELLOW
"2. Corydalis alpestris  C. Meyer, Verz. Pfl. Cauc. 176.1831; Prain in J. Asiat. Soc.",2,flowers bluish violet or white,WHITE
3. Corydalis borii  C. Fischer in  Bull. Misc. Inf.  Kew 1940: 31.1940.,2,flowers orange or brownish orange,OTHER
4. Corydalis boweri  Hemsley in J. Linn. Soc. 30:108.1894.,2,flowers golden yellow,YELLOW
"5. Corydalis cashmeriana  Royle, Illus. Bot. Himal. 69 (1834), 1.16, f. 1.1833; Hook,",2,no flower colour mentioned,UNKNOWN
"1984. C. ecristata var. longicalcarata D. Long, 1. c. 93.",2,flowers deeply sky blue with darker tips,PURPLE/BLUE
"6. Corydalis casimiriana  Duthie & Prain in J. Asiat. Soc. Bengal II, 65(2): 27.1896.",2,"flowers yellow, sometimes tinged with purple",YELLOW
"7. Corydalis cavei  D. Long in Notes R. Bot. Gard. Edinb. 42(1):  104, f. 5F. 1984.",2,flowers yellow to orange with tips of inner petals dark,YELLOW
"1872. Herbs, erect, robust, 50 -130 cm high; stems grooved, glabrous to crispate pubescent",2,flowers golden yellow,YELLOW
"1984. Herbs, diffuse,  much-branched,  15 - 30 cm high; rootstock  slender, woody.  Leaves",2,flowers yellow,YELLOW
"10. Corydalis  clarkei  Prain  in  J.  Asiat.  Soc.  Bengal  II,  65(2):  34.  1896.  C.",2,flowers yellow,YELLOW
"11. Corydalis cornuta  Royle, Illus. Bot. Himal. 69.1834; Hook, f.,  Fl. Brit. India 1:",2,flowers yellow with blackish purple tips,YELLOW
"12. Corydalis crassifolia  Royle, Illus. Bot. Himal. 68.1834; Hook, f.,  Fl. Brit. India",2,flowers white or yellowish with purple spots,WHITE
"13. Corydalis crispa  Prain in J. Asiat. Soc. Bengal II, 65: 30.1896.  C. stacheyoides",2,flowers yellow or white,WHITE
"14. Corydalis crithmifolia  Royle, Illus. Bot. Himal. 68.1834; Hook, f., Fl. Brit. India",2,flowers pale yellow with purplish tips,YELLOW
"15. Corydalis diphylla  Wallich, Tent. Fl. Nap. 54.1826.  C. rutifolia auct. non Sibth.",2,flowers purple or bright orange-red with violet-pink or darker tips,PINK
"16. Corydalte dorjii  D. Long in Notes R. Bot. Gard. Edinb. 42: 93 - 96, f. 3A. 1984.",2,"flowers pale blue, lilac or pale mauve",PURPLE/BLUE
"17. Corydalis  drepanantha  D. Long  in  Notes R.  Bot.  Gard.  Edinb. 42(1): 101, f.",2,flowers yellow,YELLOW
"18. Corydalis dubia  Prain in J. Asiat. Soc. Bengal II, 65(2): 36.1896.",2,flowers yellow,YELLOW
