species_id,volume,raw_text,flower_color_free_text
2. Claoxylon A.Juss.,23,"Trees or shrubs, rarely herbs, dioecious or monoecious, evergreen. Leaves alternate, lower ones rarely opposite, often pellucid-dotted above in living plants with protruding points which become scabrous when dry, penninerved, rarely palmately 3-nerved at base, usually 106 FLORA OF INDIA [VOL. 23 long-petioled; stipules small or minute. Flowers small, in axillary or lateral spikes or racemes, solitary or 2 together. Male flowers: 1 - many fascicled in each bract; calyx subglobose, closed in bud, splitting into 3 or 4 valvate segments; petals and disc absent; stamens 3 - 60 or more, free, inserted on or around a central flat, vaulted, convex or elevated receptacle, often intermixed with intrastaminal glands or long linear scales or hairs; filaments free, short; anthers erect; thecae distinct, connate at base, free above, extrorsely dehiscing; pistillode absent. Female flowers: solitary in each bract; sepals 3 (- 5), shortly connate at base; disc absent or consisting of petal-like hypogynous scales, glandular, enlarged, 2 - 3-lobed with elongate liguliform lobes alternating with the carpels; staminodes absent; ovary (2 -) 3 (- 4)-loculed; ovule solitary in each locule; styles same number as ovary-locules, coarsely papillose inside, often plumose; stigmas short, divided into fringed segments or rarely smooth. Fruits schizocarpic capsules, 2 or 3 (- 4)- locular, deeply or shallowly lobed, fleshy or coriaceous, dehiscing loculicidally and septicidally or indehiscent; seeds subglobose, with a fleshy outer and hard foveolate-reticulate crustaceous inner layer (testa), thinly arillate or not arillate; endosperm fleshy; cotyledons broad, flat. Paleotropical, spread over Africa, Asia, Australia, extending eastwards to Pacific Islands, up to Society Islands, ca 113 species; 9 species in India. Literature. PRAIN, D. (1911). A review of the genera Erythrococca and Micrococca. Ann. Bot. (Usteri) 25: 575 – 638. SAGUN, V. G. & P. VAN WELZEN (2002). Revision of the Malesian species of Micrococca (Euphorbiaceae). Blumea 47: 149 – 155. SUSILA RANI, S. R. M. & N. P. BALAKRISHNAN (1992). Claoxylon wightii Hook. f. (Euphorbiaceae) and its allies. J. Econ. Taxon. Bot. 16: 733 – 736. SUSILA RANI, S. R. M. & N. P. BALAKRISHNAN (1995). A revision of the genus Claoxylon Adr. Jussieu (Euphorbiaceae) in India. Rheedea 5: 113 - 141, ff. 1 - 8. Notes. Following Prain (1911), Sagun & van Welzen (2002) treat Micrococca and Claoxylon as independent genera. However, they have not seen the paper by Susila Rani & Balakrishnan (l. c. 1995), nor have they studied Indian species of Claoxylon. Micrococca Benth. is based on certain differentiating characters, i. e. the herbaceous nature, the opposite lower leaves, interrupted racemes, lesser number (3 - 20) of stamens, plumose styles, loculicidally and septicidally dehiscing capsules with thinly arillate seeds. However, analysis of all Indian species of Claoxylon indicated that these characters are variable and often becomes intermediate. There are two species endemic to India, C. beddomei and C. wightii, which show a bridge between Micrococca and Claoxylon. The herbaceous nature of M. mercurialis continues into Claoxylon where the species are subshrubs, shrubs or trees. The lower leaves are sometimes opposite in C. anomalum and they are subopposite in C. wightii. The interrupted racemes occur in both genera but only in varying degrees. The stamen number varies from 3 to 10 in Micrococca and from 20 to 60 or more in Claoxylon. M. mercurialis itself shows regional variation with 3 stamens in Asia and 9 stamens in Africa. C. beddomei and C. wightii show 5 - 20 stamens. The disc lobes are present in female flowers of both genera; only the length versus breadth varies showing different lengths in Indian species, sometimes becoming minute and indistinct. In C. anomalum, the female disc is annular with three lobes and each lobe triangular and appressed to the ovary. In C. indicum, C. beddomei and C. wightii, the female disc consists of 3 oblong-ligulate lobes each 1 – 2 mm long. The capsules of C. indicum dehisce both loculicidally and septicidally. In other species, there are no records to show whether both types of dehiscence occur or not, a feature that only careful field observation will show. At the same time, there are certain dependable and invariable characters common to both these genera, i. e. the constantly 3-sepaled male flowers, the divaricate anther-thecae which are connate at 2012 ] EUPHORBIACEAE 107 base and free above, the stamens mixed with ciliate scales or glands, the presence of pits over seeds, etc., which indicate commonality and propinquity of these genera. Therefore, keeping them separately is not justified by facts. It is also not practical to differentiate them by any decisive character. Therefore, they are combined and treated here as a single genus, as was done by Mueller Argoviensis (1866) and J. D. Hooker (1887). KEY TO THE SPECIES 1 a. Stamens (3 -) 5 - 12 (- 20) b. Stamens 20 - 60 or more 2 4 2 a. Male receptacle without interstaminal glands, with extra-staminal glands outside the stamens",no flower colour mentioned
2. C. beddomei,23,"3 b. Male receptacles with interstaminal glands, without extra-staminal glands 3 a. Annual herbs or sometimes perennial subshrubs; racemes bisexual, equal to or longer than",no flower colour mentioned
9. C.  wightii,23,"b. Perennial shrubs; racemes unisexual, shorter than leaves leaves hairs below the stamens 4 a. Male receptacle elevated, eglandular and glabrous in between the stamens, with a ring of pilose",no flower colour mentioned
1. C. anomalum,23,"b. Male receptacle convex or flat, not elevated, glandular and often with scales or hairs intermingled 5 with stamens, without a ring of pilose hairs below the stamens 5 a. Capsules flattened, inflated at middle, 2-locular, 2-lobed, cuneate at base, conspicuously beaked",no flower colour mentioned
8. C. rostratum,23,"6 b. Capsules globose, 3-locular, 3-lobed, not cuneate at base, nor beaked at apex at apex 6 a. Interstaminal glands on receptacle mixed with minute hyaline scales, not mixed with tufts of",no flower colour mentioned
4. C.  khasianum,23,"7 b. Interstaminal glands on receptacle mixed with hyaline scales and also a tuft of long hairs hairs 7 a. Petioles glandular at apex; male racemes 20 - 40 cm long; stamens 20 - 40, rarely more b. Petioles eglandular at apex; male racemes 8 - 18 cm long; stamens 35 - 60",no flower colour mentioned
3. C. indicum,23,"8 8 a. Capsules shallowly 3-lobed, thinly puberulous, smooth b. Capsules deeply 3-lobed, covered with hirsute prickles",no flower colour mentioned
"1. Claoxylon anomalum Hook.f., Fl. Brit. India 5: 412. 1887, emend. V.S.Raju & C.N.Mohanan",23,"in J. Econ. Taxon. Bot. 5: 1202. 1984; Susila & N.P.Balakr. in Rheedea 5(2): 116, f. 1. 1995. Fig. 10 Shrubs, 1 - 2 m high, dioecious; branchlets puberulous or glabrous; indumentum simple. Leaves narrowly elliptic to oblanceolate or elliptic-lanceolate, acute or cuneate at base, long- acuminate at apex, crenate-serrate along margins, (8 -)15 - 20 x 3 - 6 cm, membranous to chartaceous, punctate, puberulous on nerves; lateral nerves 6 - 9 pairs, stipules caducous; petioles up to 7.5 cm long, with 2 - 4 glands at apex. Inflorescences racemose, axillary, simple, up to 3 cm long; peduncles 2 - 5 mm long. Male flowers: bracts 3, with one main and two lateral ones, each carrying 1 - 2 flowers; pedicels ca 1 mm long; calyx-lobes 3, triangular, 1 - 1.5 mm long; stamens 25 – 40; filaments minute or absent; anthers 0.3 - 0.5 mm across. Female flowers: bracts 3, triangular, 2 - 4 mm across; single-flowered; pedicels 2 - 4 mm long; calyx-lobes 3, ovate- lanceolate, 1 - 2 mm long; ovary trigonous, usually 3-locular, occasionally 2 or 4-locular, 2 - 4 mm across, puberulous, styles 3, not clearly distinguishable from ovary; disc annular, 3-lobed; scales 3, free, 2 - 5 mm long, spreading, plumose-papillose. Fruits depressed-globose, deeply 3- 108 FLORA OF INDIA [VOL. 23 Fig. 10. Claoxylon anomalum Hook.f.: a. twig with male inflorescences; b. twig with fruits; c. female bract – inner and outer views; d. male bracts; e. male bud; f. stamens; g. seed. 2012 ] EUPHORBIACEAE 109 lobed, 1 - 1.5 cm across, sparsely puberulous; seeds globose, smooth, ca 6 mm across, arillate; testa foveolate. Fl. & Fr. Jan. - Oct. Distrib. India: Wet evergreen or semi evergreen forests, along margins of streams in valleys, occasionally ascending on slopes of hills, up to 1500 m. Kerala (Idukki) and Tamil Nadu (Courtallam). Endemic to southern parts of Western Ghats.",no flower colour mentioned
"2. Claoxylon beddomei Hook.f., Fl. Brit. India 5: 413. 1887; Susila & N.P Balakr. in Rheedea",23,"5(2): 128, f. 5. 1995. Micrococca beddomei (Hook.f.) Prain in Ann. Bot. (Usteri) 25: 630. 1911; Fig. 11 Gamble, Fl. Madras 2(7): 1328. 1921 (repr. ed. 2: 929. 1957). Shrubs, dioecious, 2 - 3 m high; young shoots hispid. Leaves elliptic-lanceolate, cuneate or narrow-rounded at base, acuminate at apex, coarsely dentate, serrate to entire along margins, 5 - 18 x 2 - 5 cm, coriaceous or membranous, glabrous or pilose; lateral nerves 8 - 12 pairs; petioles 2 - 7 cm long; stipules subulate, up to 0.5 mm long. Racemes axillary, 3 - 15 cm long. Male flowers: 3 - 5 mm across; pedicels 3 - 7 mm long, sparsely pubescent; calyx lobes 3, ovate, 2 - 3 mm across, finely hairy; stamens 5 - 12 or 15 - 20, filaments minute; anthers linear; glands extra-staminal. Female flowers: 4 - 5 mm long, solitary; pedicels 1 - 1.2 cm long; sepals 3, ovate to suborbicular 2 - 4 mm across; ovary 3-loculed, ca 3 mm across, subglabrous; ligule scales 3, attached to ovary; styles 1 - 2 mm long. Fruits trilobed, 8 - 10 mm across, glabrous or strigose- hispid; seeds globose, 3 - 4 mm across, deeply foveolate. Fl. & Fr. June - Nov. Distrib. India: Common in hill slopes, in estates, along roadsides in forests and other shaded places, between 700 - 1100 m altitudes. Kerala and Tamil Nadu. Endemic.",no flower colour mentioned
"3. Claoxylon indicum (Reinw. ex Blume) Hassk., Cat. Hort. Bot. Bogor. Alter. 235. 1844;",23,"Hook.f., Fl. Brit. India 5: 411. 1887; Susila & N.P.Balakr. in Rheedea 5(2): 119, f. 2. 1995. Erythrochilus indicus Reinw. ex Blume, Bijdr. Fl. Ned. Ind. 615. 1826. Claoxylon polot sec. Merr., Interpr. Rumph. Herb. Amboin. 200. 1917; Thoth. in Indian Forester 101: 179. 1975 (non Burm.f. 1768). Shrubs or trees, 4 - 10 m tall; branchlets hollow, puberulous; all parts greyish pubescent or tomentellous. Leaves broadly ovate to elliptic-ovate or lanceolate to oblong-lanceolate or suborbicular, cuneate, acute, truncate or subcordate at base, subentire and sinuate, crenate- dentate and irregularly glandular along margins, acute to shortly acuminate at apex, (12 -) 15 - 35 (- 45) x 8 - 15 (- 25) cm, membranous to chartaceous, glabrous or minutely pilose above, soft pubescent or stellate beneath, penninerved; lateral nerves 6 - 12 pairs; petioles 3 - 15 (- 18) cm long; stipules early caducous. Male flowers: in scattered clusters or fascicles of subsessile flowers, arranged on axillary or terminal pendulous 5 - 40 cm long racemes, densely whitish pubescent; bracts ovate-lanceolate, 1 - 1.5 mm across; pedicels 2 - 4 mm long; sepals oblong- 110 FLORA OF INDIA [VOL. 23 Fig. 11. Claoxylon beddomei Hook.f.: a. twig with inflorescences; b. flower cluster; c. male bud; d. male flower; e. stamens; f. female flower; g. fruit; h. seed 2012 ] EUPHORBIACEAE 111 ovate to lanceolate, 2 - 3 mm long; stamens 15 - 40, intermixed with glands and filiform 0.4 - 0.9 mm long scales, with a tuft of white villous hairs; filaments connate at base; anthers 2-loculed. Female flowers: solitary in axils of bracts on (2 -) 5 - 12 (- 15) cm long racemes; bracts ovate- lanceolate, 1 - 1.5 mm across; flowers 2 - 4 mm across; pedicels 2 - 3 mm long, articulate, elongating in fruits; sepals 3, connate at base, spathaceous, ovate-lanceolate or triangular, 2 - 3 x 1 - 2 mm; disc lobed; ovary subglobose, 1.5 - 2 mm across, 3-locular, hirsute; scales 3, attached to ovary. Fruits depressed-globose to subglobose, trigonous, 7 - 10 mm in diam., bright red, finely softly tomentose or yellowish pubescent; cocci keeled; seeds globose, 3 - 4 mm across. Fl. Jan. - April; Fr. March - Sept. Distrib. India: Evergreen or mixed forests, beach forests on sandy or clayey soil. Andaman & Nicobar Islands. Myanmar, China, Vietnam, Thailand and throughout Malesia to New Guinea.",no flower colour mentioned
"4. Claoxylon khasianum Hook.f., Fl. Brit. India 5: 411. 1887; Kanjilal et al., Fl. Assam 4: 210.",23,"1940; Susila & N.P.Balakr. in Rheedea 5(2): 127. 1995. C. khasianum var. serrulatum Hook.f., l. Fig. 12 c. 411. 1887, (as ‘serrulata’). Shrubs or small trees, 2 - 10 m tall; stems hollow. Leaves linear-lanceolate, elliptic-lanceolate or oblong-lanceolate, acute, cuneate-obtuse or rounded at base, acute to acuminate at apex, crenate-dentate, obscurely serrate or serrulate (each tooth ending with a gland) along margins, 10 - 25 x 6 - 19 cm, membranous to chartaceous, finely pubescent on nerves beneath; lateral nerves 6 - 12 pairs; petioles 3 - 15 cm long. Male flowers: clustered in filiform 5 - 30 cm long hirsute spikes; flowers in axils of bracts, 3 - 5 mm across; bracts ovate, 1 - 2 x ca 1 mm; pedicels 2 - 3 mm long; sepals 3 (-4), ovate, ca 3 x 2 mm; stamens 35 - 40 or ca 50, mixed with hyaline ca 0.5 mm long scales or glands; filaments up to 3 mm long; anther-thecae 0.5 - 0.7 mm across. Female flowers: 3 - 7 mm across, solitary, in 3 - 9 cm long panicles; ovary 5 - 8 mm across, white pubescent; styles 3, 3 - 5 mm long, plumose. Fruits 3-lobed, globose, 1 - 1.8 cm across, hirsute or finely pubescent, thinly crustaceous; seeds globose, 6 - 8 mm across. Fl. & Fr. Feb. - Nov. Distrib. India: Mainly in hills and mountains, 1000 - 1600 m. Assam, Meghalaya and Nagaland. Bangladesh, Myanmar, China and Vietnam. Notes. Chromosome number: 2n = 96 (Sarkar et al., Taxon 27: 53 - 61. 1978).",no flower colour mentioned
"5. Claoxylon longifolium (Blume) Endl. ex Hassk., Cat. Hort. Bot. Bogor. 235. 1844; Hook.f.,",23,"Fl. Brit. India 5: 411. 1887; Susila & N.P.Balakr. in Rheedea 5(2): 122, f. 3. 1995. Erythrochilus Fig. 13 longifolius Blume, Bijdr. Fl. Ned. Ind. 616. 1826. Shrubs or small trees, up to 9 m tall, evergreen. Leaves elliptic-lanceolate, obovate to elliptic-oblanceolate, narrowed at both ends, attenuate, acute, obtuse, truncate or rounded at base, crenate-serrate, irregularly toothed with glands or subentire along margins, acute or caudate at apex, 12 - 25 x 5 - 10 cm, chartaceous to subcoriaceous, subglabrous (finely pubescent on young leaves) or minutely puberulous beneath; lateral nerves 6 - 12 pairs; petioles 2 - 12 cm 112 FLORA OF INDIA [VOL. 23 Fig. 12. Claoxylon khasianum Hook.f.: a. female plant; b. fruit; c. seed. 2012 ] EUPHORBIACEAE 113 Fig.13. Claoxylon longifolium (Blume) Endl. ex Hassk.: a. twig with male inflorescences; b. twig with fruits; c. male bract; d. male bud; e. intrastaminal glands; f. stamens; g. female flower; h. fruit; i. seed. 114 FLORA OF INDIA [VOL. 23 long, finely puberulous. Male flowers: in terminal or axillary pendulous 8 - 20 (- 30) cm long racemes; flowers clustered in axils of bracts; bracts ovate, up to 1 mm across; pedicels 3 - 4 mm long; sepals 3, oblong-ovate, 2 - 3 mm across; stamens 35 - 50; filaments free, 1 - 1.5 mm long, with 0.5 - 1 mm long hyaline scales or glands with a tuft of hairs; anthers globose, ca 0.6 mm across. Female flowers: solitary in axils of bracts, arranged in short 3 - 8 cm long racemes; bracts ovate, 1 - 1.5 mm long; pedicels 0.5 - 1 mm long; calyx spathaceous, 4 or 5-lobed; lobes ovate- orbicular to triangular, 1 - 2 mm long; ovary subglobose, 3-loculed, 3 - 4 mm across, densely pubescent; styles 2, plumose, fimbriate-fringed, recurved, 1 - 1.5 mm long. Fruits tridymous, 1 - 1.5 cm across, contracted at base to a 3 - 5 mm long pedicel, smooth, ochraceous tomentellous; seeds globose to obovoid, 5 - 7 mm across. Fl. & Fr. April - Dec. Distrib. India: In dense evergreen primary or secondary forests, at low levels up to 500 m. Meghalaya, West Bengal and (?) Andaman & Nicobar Islands. Myanmar, China, Cambodia, Laos, Vietnam, Thailand, Malesia to New Guinea. Uses. In Malaysia and Philippines, the young shoots are used as vegetable.",no flower colour mentioned
"6. Claoxylon longipetiolatum Kurz in J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 42(2): 244. 1873",23,"& Forest Fl. Burma 2: 396. 1877; Hook.f., Fl. Brit. India 5: 413. 1887; Susila & N.P.Balakr. in Rheedea 5(2): 124, f.4. 1995. Shrubs or trees, (3 -) 5 - 10 m tall, finely pubescent throughout. Leaves broadly elliptic, oblong-ovate to oblong-lanceolate, acute, obtuse, rounded or subcordate at base, acuminate- cuspidate at apex, crenate and toothed with glands along margins, 20 - 40 x 9 - 18 cm, chartaceous, glabrous or pilose above, softly pubescent on nerves beneath; lateral nerves 6 - 10 pairs; petioles 4 - 12 (- 14) cm long. Male flowers: clustered in filiform 10 - 20 cm long spikes; bracts subulate, up to 1 mm long; flowers 4 - 6 mm across; pedicels 6 - 7 mm long; sepals 3, ovate- lanceolate, 2 - 3 mm across; stamens 35 - 60, intermixed with glands or scales with a tuft of up to 0.5 mm long hairs; filaments 0.5 - 2 mm long; anthers parallel, globose 0.3 - 0.5 mm across. Female flowers not seen. Fruits deeply 3-lobed, covered with soft hirsute prickles. Fl. Feb. - May; Fr. May - July (-Dec.). Distrib. India: Frequent in clearing and open places, chiefly along tropical forests. West Bengal, Meghalaya and (?) Andaman & Nicobar Islands. Myanmar. Note. Chromosome number: n = 54, 2n = 108 (Mehra & Hans, Taxon 18: 310 - 315. 1969; Hans, Taxon 22: 591 - 636. 1973).",no flower colour mentioned
"7. Claoxylon mercurialis (L.) Thwaites, Enum. Pl. Zeyl. 271. 1861; Hook.f., Fl. Brit. India",23,"5: 412. 1887; Susila & N.P.Balakr. in Rheedea 5(2): 131. 1995. Tragia mercurialis L., Sp. Pl. 980.",no flower colour mentioned
"1753. Micrococca mercurialis (L.) Benth. in Hook., Niger Fl. 503. 1849; Haines, Bot. Bihar",23,"Orissa 2: 116. 1921; Gamble, Fl. Madras 2(7): 1328. 1921 (repr. ed. 2: 929. 1957); Govaerts et al., World Checkl. & Bibl. Euphorbiaceae 3: 1182. 2000. Microstachys mercurialis (L.) Dalzell & A. Gibson, Bombay Fl. 227. 1861. 2012 ] EUPHORBIACEAE 115 Guj.: Ardio-okharad. Herbs or subshrubs, annual or rarely perennial, 30 - 80 cm high, much-branched; branches minutely pubescent. Leaves ovate, rhombate-ovate, elliptic-ovate to elliptic-lanceolate, acute, obtuse, cuneate or truncate at base, shortly acuminate at apex, crenate-serrate along margins, 1.5 - 8 x 0.7 - 3 cm, coriaceous to membranous, pilose, puberulous or subglabrous or minutely pubescent on nerves; lateral nerves 5 - 7 pairs; petioles 1 - 6 cm long; stipules subulate, ca 0.2 mm long, finely hairy. Racemes bisexual, axillary or terminal, 2.5 - 10 cm long, hispid; bracts very remote; flowers short to long-pedicelled, few, in distant clusters. Male flowers: subsessile, 1 - 1.5 mm across; sepals 3, ovate, ca 1 mm across; stamens 3 - 10, mixed with ciliate scales or glands, up to 0.8 mm long; filaments up to 0.2 mm long; anther-locules parallel, linear, ca 0.4 mm wide. Female flowers: 2 - 4 mm across, solitary or sometimes 2 with many male flowers; pedicels 0.5 - 2 mm long; sepals 3 or 4, ovate-lanceolate, elliptic to suborbicular, 2 - 4 mm across, hirsute; scales 3, attached to ovary, alternate with sepals, ligulate, oblong, obtuse or subacute at apex, 1 - 2 mm long, hyaline. Fruits tridymous or rarely didymous, globose or subglobose, 0.7 - 1 cm across, depressed, glabrous or sparsely hairy; seeds globose, 3 - 4 mm across, pitted or verrucose. Fl. & Fr. Aug. - Dec. Distrib. India: Generally in humid regions, a weed of cultivation, restricted to moist, shaded gravelly hill slopes, often found in fertile soils of plains, wastelands and in places where city wastes are heaped. Himachal Pradesh, Haryana, Rajasthan, Uttar Pradesh, Bihar, West Bengal, Orissa, Madhya Pradesh, Andhra Pradesh, Maharashtra, Goa, Karnataka, Kerala, Lakshadweep, Tamil Nadu and Pondicherry. Tropical Africa, Arabia, Sri Lanka, Myanmar and Thailand. Uses. Leaves said to be useful in jaundice. Ash of the plant mixed with oil used in skin diseases. Dye from the fruit used as an anti-oxidant for ghee and vegetable oils. Note. Chromosome numbers: 2n = 20 (Datta, Taxon 16: 341 -350. 1967); 2n = 20, 40, 60 (Champault, Bull. Soc. Bot. France 117: 137 - 168. 1970); 2n = 40 (Brunel & Laplace, Taxon 26: 557 - 565. 1977).",no flower colour mentioned
